fact_id	year	kecamatan_id	kecamatan	sector_id	sector_name	umkm_count	employment_est	estimated_revenue_million_idr	digital_adoption_pct	formalization_rate_pct	data_status
538	2024	BATAM-BTK	Batam Kota	SEK-PAR	Pariwisata & Akomodasi Mikro	225	492	29754	73,3	55,7	Derived from fact_umkm_kelurahan_sector
539	2024	BATAM-BTK	Batam Kota	SEK-PRK	Perikanan & Olahan Laut	293	546	27734,2	40,4	46,5	Derived from fact_umkm_kelurahan_sector
540	2024	BATAM-BTK	Batam Kota	SEK-RIT	Retail & Perdagangan	586	1392	66888,4	47	51,4	Derived from fact_umkm_kelurahan_sector
541	2024	BATAM-GLG	Galang	SEK-DIG	Digital & Kreatif	16	21	2405,6	85,8	58,5	Derived from fact_umkm_kelurahan_sector
542	2024	BATAM-GLG	Galang	SEK-FAS	Fashion & Aksesoris	23	44	1952,7	67,3	54,1	Derived from fact_umkm_kelurahan_sector
543	2024	BATAM-GLG	Galang	SEK-JAS	Jasa Personal	27	48	2104,9	56,6	53,7	Derived from fact_umkm_kelurahan_sector
544	2024	BATAM-GLG	Galang	SEK-KER	Kerajinan & Souvenir	16	26	1046,4	64,8	52,5	Derived from fact_umkm_kelurahan_sector
545	2024	BATAM-GLG	Galang	SEK-KUL	Kuliner & Makanan	37	93	3862,8	54	52,1	Derived from fact_umkm_kelurahan_sector
546	2024	BATAM-GLG	Galang	SEK-LOG	Transportasi & Logistik Mikro	16	26	1581,6	58,9	53,4	Derived from fact_umkm_kelurahan_sector
547	2024	BATAM-GLG	Galang	SEK-OTM	Otomotif & Repair	16	27	1625,6	51,6	51,8	Derived from fact_umkm_kelurahan_sector
548	2024	BATAM-GLG	Galang	SEK-PAR	Pariwisata & Akomodasi Mikro	22	42	2909,2	73,6	58,4	Derived from fact_umkm_kelurahan_sector
549	2024	BATAM-GLG	Galang	SEK-PRK	Perikanan & Olahan Laut	32	60	3028,9	42,6	49,8	Derived from fact_umkm_kelurahan_sector
550	2024	BATAM-GLG	Galang	SEK-RIT	Retail & Perdagangan	32	79	3652,7	51,7	54,6	Derived from fact_umkm_kelurahan_sector
551	2024	BATAM-LBJ	Lubuk Baja	SEK-DIG	Digital & Kreatif	126	175	18942,4	79,8	57,4	Derived from fact_umkm_kelurahan_sector
552	2024	BATAM-LBJ	Lubuk Baja	SEK-FAS	Fashion & Aksesoris	244	483	20718,5	69,2	53,4	Derived from fact_umkm_kelurahan_sector
553	2024	BATAM-LBJ	Lubuk Baja	SEK-JAS	Jasa Personal	283	457	22060,4	57	53,6	Derived from fact_umkm_kelurahan_sector
554	2024	BATAM-LBJ	Lubuk Baja	SEK-KER	Kerajinan & Souvenir	155	218	10140,7	63,6	52,8	Derived from fact_umkm_kelurahan_sector
555	2024	BATAM-LBJ	Lubuk Baja	SEK-KUL	Kuliner & Makanan	365	906	38106	52,7	51,3	Derived from fact_umkm_kelurahan_sector
556	2024	BATAM-LBJ	Lubuk Baja	SEK-LOG	Transportasi & Logistik Mikro	165	270	16307,3	61,8	55,1	Derived from fact_umkm_kelurahan_sector
557	2024	BATAM-LBJ	Lubuk Baja	SEK-OTM	Otomotif & Repair	124	200	12600,4	52,3	52,9	Derived from fact_umkm_kelurahan_sector
558	2024	BATAM-LBJ	Lubuk Baja	SEK-PAR	Pariwisata & Akomodasi Mikro	237	453	31340,9	71,5	57,6	Derived from fact_umkm_kelurahan_sector
559	2024	BATAM-LBJ	Lubuk Baja	SEK-PRK	Perikanan & Olahan Laut	183	341	17322,1	38,7	51,1	Derived from fact_umkm_kelurahan_sector
560	2024	BATAM-LBJ	Lubuk Baja	SEK-RIT	Retail & Perdagangan	328	823	37439,2	48,7	48,4	Derived from fact_umkm_kelurahan_sector
561	2024	BATAM-NGS	Nongsa	SEK-DIG	Digital & Kreatif	214	311	32171,9	82,7	57,7	Derived from fact_umkm_kelurahan_sector
562	2024	BATAM-NGS	Nongsa	SEK-FAS	Fashion & Aksesoris	233	455	19784,5	64	52,6	Derived from fact_umkm_kelurahan_sector
563	2024	BATAM-NGS	Nongsa	SEK-JAS	Jasa Personal	277	474	21592,7	61,6	51,9	Derived from fact_umkm_kelurahan_sector
564	2024	BATAM-NGS	Nongsa	SEK-KER	Kerajinan & Souvenir	144	206	9421,1	71,2	57,9	Derived from fact_umkm_kelurahan_sector
565	2024	BATAM-NGS	Nongsa	SEK-KUL	Kuliner & Makanan	367	1010	38314,8	54,5	51,5	Derived from fact_umkm_kelurahan_sector
566	2024	BATAM-NGS	Nongsa	SEK-LOG	Transportasi & Logistik Mikro	158	255	15615,4	62,2	53,5	Derived from fact_umkm_kelurahan_sector
567	2024	BATAM-NGS	Nongsa	SEK-OTM	Otomotif & Repair	117	200	11889,1	58,5	53,1	Derived from fact_umkm_kelurahan_sector
568	2024	BATAM-NGS	Nongsa	SEK-PAR	Pariwisata & Akomodasi Mikro	218	426	28828,3	69,6	55	Derived from fact_umkm_kelurahan_sector
569	2024	BATAM-NGS	Nongsa	SEK-PRK	Perikanan & Olahan Laut	179	345	16943,5	40,7	52	Derived from fact_umkm_kelurahan_sector
570	2024	BATAM-NGS	Nongsa	SEK-RIT	Retail & Perdagangan	324	747	36982,5	53	49,4	Derived from fact_umkm_kelurahan_sector
571	2024	BATAM-SBD	Sungai Beduk	SEK-DIG	Digital & Kreatif	124	178	18641,7	82,2	60,4	Derived from fact_umkm_kelurahan_sector
572	2024	BATAM-SBD	Sungai Beduk	SEK-FAS	Fashion & Aksesoris	236	457	20039,2	71,5	52,7	Derived from fact_umkm_kelurahan_sector
573	2024	BATAM-SBD	Sungai Beduk	SEK-JAS	Jasa Personal	283	531	22060,4	55,7	52,8	Derived from fact_umkm_kelurahan_sector
574	2024	BATAM-SBD	Sungai Beduk	SEK-KER	Kerajinan & Souvenir	148	245	9682,7	68,1	54,5	Derived from fact_umkm_kelurahan_sector
575	2024	BATAM-SBD	Sungai Beduk	SEK-KUL	Kuliner & Makanan	393	992	41029,2	56,3	53,2	Derived from fact_umkm_kelurahan_sector
576	2024	BATAM-SBD	Sungai Beduk	SEK-LOG	Transportasi & Logistik Mikro	159	254	15714,2	63,8	55,4	Derived from fact_umkm_kelurahan_sector
577	2024	BATAM-SBD	Sungai Beduk	SEK-OTM	Otomotif & Repair	121	200	12295,4	56,3	53,2	Derived from fact_umkm_kelurahan_sector
578	2024	BATAM-SBD	Sungai Beduk	SEK-PAR	Pariwisata & Akomodasi Mikro	138	297	18249,1	69,4	55,1	Derived from fact_umkm_kelurahan_sector
579	2024	BATAM-SBD	Sungai Beduk	SEK-PRK	Perikanan & Olahan Laut	182	344	17227,4	43,6	53,8	Derived from fact_umkm_kelurahan_sector
580	2024	BATAM-SBD	Sungai Beduk	SEK-RIT	Retail & Perdagangan	317	737	36183,7	50	51	Derived from fact_umkm_kelurahan_sector
581	2024	BATAM-SGL	Sagulung	SEK-DIG	Digital & Kreatif	256	379	38486	83,5	58,7	Derived from fact_umkm_kelurahan_sector
582	2024	BATAM-SGL	Sagulung	SEK-FAS	Fashion & Aksesoris	504	982	42795,7	65,8	55	Derived from fact_umkm_kelurahan_sector
583	2024	BATAM-SGL	Sagulung	SEK-JAS	Jasa Personal	606	1104	47238,9	57	55,1	Derived from fact_umkm_kelurahan_sector
584	2024	BATAM-SGL	Sagulung	SEK-KER	Kerajinan & Souvenir	325	491	21262,8	62,1	54,9	Derived from fact_umkm_kelurahan_sector
585	2024	BATAM-SGL	Sagulung	SEK-KUL	Kuliner & Makanan	1079	2778	112647,6	54,6	49,8	Derived from fact_umkm_kelurahan_sector
586	2024	BATAM-SGL	Sagulung	SEK-LOG	Transportasi & Logistik Mikro	328	541	32417	61,4	52,5	Derived from fact_umkm_kelurahan_sector
587	2024	BATAM-SGL	Sagulung	SEK-OTM	Otomotif & Repair	250	410	25403,9	52	52,4	Derived from fact_umkm_kelurahan_sector
588	2024	BATAM-SGL	Sagulung	SEK-PAR	Pariwisata & Akomodasi Mikro	290	582	38349,6	72,5	56,8	Derived from fact_umkm_kelurahan_sector
589	2024	BATAM-SGL	Sagulung	SEK-PRK	Perikanan & Olahan Laut	357	679	33792,1	42,2	48,1	Derived from fact_umkm_kelurahan_sector
590	2024	BATAM-SGL	Sagulung	SEK-RIT	Retail & Perdagangan	982	2276	112089,3	50,4	49,4	Derived from fact_umkm_kelurahan_sector
591	2024	BATAM-SKP	Sekupang	SEK-DIG	Digital & Kreatif	187	254	28112,9	86,6	59,3	Derived from fact_umkm_kelurahan_sector
592	2024	BATAM-SKP	Sekupang	SEK-FAS	Fashion & Aksesoris	350	719	29719,2	66,5	56,7	Derived from fact_umkm_kelurahan_sector
593	2024	BATAM-SKP	Sekupang	SEK-JAS	Jasa Personal	436	736	33987,1	59,3	53,4	Derived from fact_umkm_kelurahan_sector
594	2024	BATAM-SKP	Sekupang	SEK-KER	Kerajinan & Souvenir	232	333	15178,4	64,1	53,2	Derived from fact_umkm_kelurahan_sector
595	2024	BATAM-SKP	Sekupang	SEK-KUL	Kuliner & Makanan	545	1347	56898	55,3	49,4	Derived from fact_umkm_kelurahan_sector
596	2024	BATAM-SKP	Sekupang	SEK-LOG	Transportasi & Logistik Mikro	362	603	35777,3	60,2	52,9	Derived from fact_umkm_kelurahan_sector
597	2024	BATAM-SKP	Sekupang	SEK-OTM	Otomotif & Repair	171	275	17376,4	53,6	50,8	Derived from fact_umkm_kelurahan_sector
598	2024	BATAM-SKP	Sekupang	SEK-PAR	Pariwisata & Akomodasi Mikro	205	423	27109,2	74,3	55,8	Derived from fact_umkm_kelurahan_sector
599	2024	BATAM-SKP	Sekupang	SEK-PRK	Perikanan & Olahan Laut	269	510	25462,5	36,9	50	Derived from fact_umkm_kelurahan_sector
600	2024	BATAM-SKP	Sekupang	SEK-RIT	Retail & Perdagangan	501	1106	57186,2	48	49,6	Derived from fact_umkm_kelurahan_sector
